ID,FIFA Version,FIFA Update,Player Face URL,Long Name,Player Positions,Club Name,Nationality Name,Overall,Potential,Value (EUR),Wage (EUR),Age,Height (cm),Weight (kg),Preferred Foot,Weak Foot,Skill Moves,International Reputation,Work Rate,Body Type,Pace,Shooting,Passing,Dribbling,Defending,Physic,Attacking Crossing,Attacking Finishing,Attacking Heading Accuracy,Attacking Short Passing,Attacking Volleys,Skill Dribbling,Skill Curve,Skill FK Accuracy,Skill Long Passing,Skill Ball Control,Movement Acceleration,Movement Sprint Speed,Movement Agility,Movement Reactions,Movement Balance,Power Shot Power,Power Jumping,Power Stamina,Power Strength,Power Long Shots,Mentality Aggression,Mentality Interceptions,Mentality Positioning,Mentality Vision,Mentality Penalties,Mentality Composure,Defending Marking,Defending Standing Tackle,Defending Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,Goalkeeping Speed,Player Traits
47,15,2,https://cdn.sofifa.net/players/007/763/15_120.png,Andrea Pirlo,"CM, CDM",Juventus,Italy,84,84,6000000,140000,35,177,68,Right,4,2,4,Low/Medium,Lean (170-185),43,69,91,82,55,59,82,59,49,92,70,78,94,93,95,92,55,33,68,89,81,78,33,61,60,82,61,67,56,96,83,0,,59,63,5,4,1,5,2,0,"Long Passer (AI), Playmaker (AI)"
48,15,2,https://cdn.sofifa.net/players/045/197/15_120.png,Xabier Alonso Olano,"CDM, CM",FC Bayern München,Spain,84,84,11500000,170000,32,183,77,Right,4,2,4,Medium/High,Normal (170-185),55,71,86,68,78,72,79,58,73,87,71,60,81,83,93,83,55,55,56,80,65,86,43,61,77,82,81,85,80,88,82,0,,81,70,7,8,10,10,10,0,"Long Passer (AI), Playmaker (AI)"
49,15,2,https://cdn.sofifa.net/players/053/302/15_120.png,Daniele De Rossi,CDM,Roma,Italy,84,84,14500000,130000,30,185,83,Right,4,2,3,Medium/High,Normal (170-185),68,71,79,75,82,84,69,63,84,85,74,73,67,71,83,81,69,68,69,82,69,81,78,84,84,77,84,87,68,79,75,0,,85,83,10,7,13,10,9,0,"Leadership, Long Passer (AI), One Club Player, Team Player"
50,15,2,https://cdn.sofifa.net/players/138/956/15_120.png,Giorgio Chiellini,CB,Juventus,Italy,84,84,17500000,150000,29,186,76,Left,2,2,3,Medium/High,Normal (185+),76,51,55,56,87,86,61,40,81,55,34,56,60,36,61,52,73,79,59,78,60,81,90,75,90,50,89,87,37,47,55,0,,87,87,3,3,2,4,3,0,"Long Throw-in, Avoids Using Weaker Foot, Dives Into Tackles (AI), Leadership, Power Header"
51,15,2,https://cdn.sofifa.net/players/139/869/15_120.png,Wesley Sneijder,"CAM, CM, LM",Galatasaray SK,Netherlands,84,84,21000000,160000,30,170,67,Right,5,3,3,Medium/Medium,Normal (170-),75,80,87,84,48,63,83,76,46,87,78,84,88,89,89,87,76,75,82,77,85,86,51,71,61,84,62,49,75,90,80,0,,51,53,9,5,13,11,12,0,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)"
52,15,2,https://cdn.sofifa.net/players/143/745/15_120.png,Arda Turan,"LM, RM, CAM",Atlético de Madrid,Turkey,84,88,23000000,180000,27,177,76,Right,4,4,3,High/High,Normal (170-185),76,74,83,86,61,72,82,72,70,85,80,86,81,64,80,88,79,73,86,83,85,74,79,71,69,77,78,51,82,86,73,0,,64,70,11,7,11,12,11,0,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)"
53,15,2,https://cdn.sofifa.net/players/146/562/15_120.png,Santiago Cazorla González,"LM, CAM, RM",Arsenal,Spain,84,84,20000000,150000,29,168,66,Right,5,4,3,Medium/Medium,Stocky (170-),73,78,85,87,31,61,83,77,58,86,67,87,86,82,84,86,79,68,86,85,91,78,71,65,60,82,55,34,82,85,75,0,,31,28,6,9,5,7,15,0,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)"
54,15,2,https://cdn.sofifa.net/players/148/803/15_120.png,Klaas-Jan Huntelaar,ST,FC Schalke 04,Netherlands,84,84,21000000,160000,30,186,83,Right,4,3,3,Medium/Medium,Lean (185+),68,85,64,72,32,73,63,88,85,74,87,69,73,64,44,77,67,69,65,88,62,87,77,68,78,78,65,27,88,61,77,0,,33,23,7,12,6,9,11,0,"Beat Offside Trap, Finesse Shot"
55,15,2,https://cdn.sofifa.net/players/152/729/15_120.png,Gerard Piqué Bernabéu,CB,FC Barcelona,Spain,84,89,20500000,190000,27,192,85,Right,3,2,4,High/Medium,Normal (185+),66,54,69,60,86,76,50,58,82,84,57,50,43,43,84,76,60,71,57,81,44,53,74,69,83,42,68,88,50,62,69,0,,87,83,10,11,14,15,8,0,Long Passer (AI)
56,15,2,https://cdn.sofifa.net/players/162/895/15_120.png,Francesc Fàbregas i Soler,"CM, CAM",Chelsea,Spain,84,84,23000000,180000,27,179,85,Right,3,3,3,High/Medium,Normal (170-),68,79,88,81,64,63,83,78,74,91,81,81,77,81,91,87,67,68,65,83,77,77,68,74,64,78,45,61,86,92,86,0,,66,62,6,10,8,15,15,0,"Long Passer (AI), Playmaker (AI)"
57,15,2,https://cdn.sofifa.net/players/165/239/15_120.png,Samir Nasri,"LM, RM",Manchester City,France,84,86,23000000,180000,27,175,75,Right,4,4,3,High/Medium,Normal (170-185),79,76,84,86,39,60,81,76,55,86,73,86,78,83,82,88,79,79,82,83,92,75,68,72,64,77,33,37,81,85,81,0,,37,44,5,9,13,15,8,0,"Flair, Technical Dribbler (AI)"
58,15,2,https://cdn.sofifa.net/players/167/664/15_120.png,Gonzalo Gerardo Higuaín,ST,Napoli,Argentina,84,85,27000000,170000,26,184,82,Right,4,3,3,High/Medium,Normal (170-185),81,84,68,80,30,71,72,89,76,70,81,81,72,62,55,83,79,82,72,82,60,83,73,70,80,76,50,25,87,70,77,0,,25,25,5,12,7,5,10,0,Outside Foot Shot
59,15,2,https://cdn.sofifa.net/players/168/435/15_120.png,Salvatore Sirigu,GK,Paris Saint-Germain,Italy,84,85,21000000,180000,27,192,80,Right,2,1,3,Medium/Medium,Normal (185+),0,0,0,0,0,0,25,25,25,23,25,25,25,25,28,25,50,51,52,78,55,42,67,34,66,25,34,20,25,25,33,0,,25,25,85,79,73,84,87,51,GK Long Throw
60,15,2,https://cdn.sofifa.net/players/177/509/15_120.png,Medhi Amine El Mouttaqi Benatia,CB,FC Bayern München,Morocco,84,86,20500000,170000,27,188,88,Right,3,2,2,High/High,Normal (185+),75,45,54,64,88,84,45,49,85,65,29,59,32,27,63,71,74,75,69,83,48,61,80,76,87,24,85,88,39,47,46,0,,88,86,7,4,8,7,11,0,Power Header
61,15,2,https://cdn.sofifa.net/players/179/846/15_120.png,Sami Khedira,"CDM, CM",Real Madrid CF,Germany,84,86,19500000,180000,27,189,85,Right,4,2,3,Medium/High,Normal (185+),56,69,74,65,83,86,55,62,80,85,78,60,67,58,75,77,58,55,52,83,59,82,62,88,89,74,80,89,66,79,61,0,,88,79,11,9,5,15,8,0,
62,15,2,https://cdn.sofifa.net/players/182/493/15_120.png,Diego Roberto Godín Leal,CB,Atlético de Madrid,Uruguay,84,84,19000000,180000,28,186,78,Right,3,2,3,Medium/High,Lean (185+),67,48,62,60,86,78,55,42,87,73,47,53,49,51,69,67,64,69,62,81,58,67,83,73,78,43,84,86,48,52,50,0,,84,87,6,8,15,5,15,0,Dives Into Tackles (AI)
63,15,2,https://cdn.sofifa.net/players/184/941/15_120.png,Alexis Alejandro Sánchez Sánchez,"RW, ST",Arsenal,Chile,84,88,26500000,170000,25,171,62,Right,3,4,3,High/Medium,Normal (170-185),88,81,75,87,39,66,75,83,60,77,77,88,74,71,70,85,90,86,91,81,86,78,66,76,59,80,69,42,81,78,73,0,,39,35,10,10,15,12,13,0,Flair
64,15,2,https://cdn.sofifa.net/players/188/152/15_120.png,Oscar dos Santos Emboaba Júnior,"CAM, RM",Chelsea,Brazil,84,87,21000000,150000,22,179,67,Right,3,4,3,Medium/High,Lean (170-185),81,75,80,85,43,44,70,75,54,85,63,85,77,70,82,86,84,79,86,81,80,76,66,76,31,79,31,34,81,85,68,0,,50,47,12,10,15,12,12,0,"Beat Offside Trap, Long Shot Taker (AI), Technical Dribbler (AI)"
65,15,2,https://cdn.sofifa.net/players/002/196/15_120.png,Roman Weidenfeller,GK,Borussia Dortmund,Germany,83,83,11500000,100000,33,188,85,Left,1,1,3,Medium/Medium,Normal (185+),0,0,0,0,0,0,25,25,25,31,25,25,25,25,27,25,32,33,39,85,36,44,73,32,74,25,38,25,25,25,29,0,,25,25,82,84,61,85,82,33,"Leadership, Puncher, One Club Player"
66,15,2,https://cdn.sofifa.net/players/013/732/15_120.png,John Terry,CB,Chelsea,England,83,83,7000000,100000,33,187,90,Right,4,2,3,Medium/High,Normal (185+),41,47,56,52,84,80,42,46,90,63,55,45,44,31,64,61,34,47,44,82,46,61,75,67,84,33,88,83,38,59,52,0,,85,83,14,5,6,15,8,0,"Leadership, Power Header, One Club Player"
67,15,2,https://cdn.sofifa.net/players/053/612/15_120.png,Per Mertesacker,CB,Arsenal,Germany,83,83,12500000,130000,29,198,90,Right,3,2,3,Medium/Medium,Normal (185+),31,41,57,48,87,76,38,36,90,71,30,39,39,45,58,65,29,33,29,85,28,71,33,64,90,25,69,87,43,58,42,0,,87,84,12,13,5,12,8,0,"Injury Free, Leadership, Power Header"
68,15,2,https://cdn.sofifa.net/players/112/253/15_120.png,Jérémy Toulalan,"CDM, CM",AS Monaco,France,83,83,10500000,90000,30,183,77,Right,3,2,3,Medium/High,Normal (170-185),53,50,77,71,79,82,68,27,70,83,27,69,53,56,83,79,54,52,55,82,64,78,69,91,79,72,82,90,68,80,56,0,,88,75,12,6,15,5,7,0,Injury Prone
69,15,2,https://cdn.sofifa.net/players/120/533/15_120.png,Kléper Laveran de Lima Ferreira,"CB, CDM",Real Madrid CF,Portugal,83,83,10000000,130000,31,188,81,Right,3,2,3,Medium/High,Lean (185+),73,51,58,59,84,83,46,46,80,67,23,58,44,47,60,57,69,77,67,73,58,63,78,75,83,56,94,83,40,58,57,0,,86,90,8,15,5,9,10,0,Dives Into Tackles (AI)
70,15,2,https://cdn.sofifa.net/players/137/186/15_120.png,Andrea Barzagli,CB,Juventus,Italy,83,83,7000000,100000,33,186,79,Right,3,2,3,Low/High,Normal (185+),75,36,58,59,86,79,43,30,79,67,34,52,50,36,67,66,75,75,59,80,60,51,84,69,84,30,77,89,37,56,55,0,,87,85,4,2,4,2,4,0,"Injury Prone, Leadership"
71,15,2,https://cdn.sofifa.net/players/140/601/15_120.png,Nemanja Vidić,CB,Inter,Serbia,83,83,9000000,130000,32,190,88,Right,3,2,3,Medium/High,Normal (185+),52,39,55,51,84,83,39,36,88,64,40,43,42,47,61,62,49,55,50,76,47,56,85,64,90,28,90,81,25,55,58,0,,85,81,11,4,13,7,5,0,"Injury Prone, Power Header"
72,15,2,https://cdn.sofifa.net/players/142/754/15_120.png,Javier Alejandro Mascherano,CB,FC Barcelona,Argentina,83,83,11500000,130000,30,174,74,Right,3,2,3,Medium/High,Normal (170-),69,59,70,69,84,80,63,51,66,78,59,58,63,50,75,82,69,69,72,84,79,76,75,87,74,59,89,92,51,68,64,0,,87,85,6,10,8,5,5,0,Dives Into Tackles (AI)
73,15,2,https://cdn.sofifa.net/players/146/439/15_120.png,Álvaro Negredo Sánchez,ST,Valencia CF,Spain,83,83,17000000,140000,28,186,79,Left,3,3,3,High/High,Stocky (185+),73,83,68,77,39,82,53,84,84,76,83,78,68,69,66,80,70,75,68,80,58,88,81,72,88,78,80,32,84,68,82,0,,34,32,11,6,11,7,13,0,"Power Free-Kick, Avoids Using Weaker Foot, Power Header"
74,15,2,https://cdn.sofifa.net/players/146/530/15_120.png,Daniel Alves da Silva,RB,FC Barcelona,Brazil,83,83,10000000,140000,31,173,64,Right,3,3,4,High/Low,Normal (170-185),86,70,79,83,76,68,85,60,69,83,68,81,77,74,79,85,84,87,84,85,82,88,78,79,55,77,85,83,63,67,70,0,,81,83,5,11,9,6,7,0,"Power Free-Kick, Diver"
75,15,2,https://cdn.sofifa.net/players/146/536/15_120.png,Jesús Navas González,RM,Manchester City,Spain,83,83,15500000,150000,28,170,60,Right,3,4,3,Medium/Medium,Lean (170-),91,71,78,84,29,53,84,67,55,80,79,83,80,46,74,83,92,90,91,82,87,78,70,79,34,74,62,33,78,79,56,0,,20,26,10,10,15,7,13,0,Speed Dribbler (AI)
76,15,2,https://cdn.sofifa.net/players/146/748/15_120.png,Diego López Rodríguez,GK,AC Milan,Spain,83,83,13000000,130000,32,196,87,Right,3,1,3,Medium/Medium,Lean (185+),0,0,0,0,0,0,25,25,25,28,25,25,25,25,23,23,34,52,48,76,47,27,68,42,75,25,36,25,25,25,31,0,,25,25,80,86,82,82,80,44,
77,15,2,https://cdn.sofifa.net/players/148/119/15_120.png,Igor Akinfeev,GK,PFC CSKA Moscow,Russia,83,83,15500000,150000,28,186,78,Right,3,1,3,Medium/Medium,Normal (185+),0,0,0,0,0,0,25,25,25,23,25,25,25,25,23,22,56,56,62,78,45,24,73,35,67,25,24,25,25,20,25,0,,25,25,84,80,83,78,85,56,"Leadership, GK Long Throw, Team Player"
